text,label,type
"尊敬的用户，您好！感谢您对DIGIT的关注和支持。我们为您推荐以下央视春晚歌曲彩铃下载服务：[回复数字即可]1.幸福家家有；2.[NAME];3.最炫民族风[NAME]；4.传奇当你老了；5回家路;6每首元更多精彩请拨打DIGIT不再接收此类短信谢谢",0,normal
"您好，我是北京市公安机关的工作人员。我打电话给您是想通知您涉嫌一宗洗钱犯罪案件的情况需要您的配合调查。我们需要确认一下事主名下卡内的资金来源和用途是否合法合规？请您添加我们的QQ号码，我们将通过视频通话的方式进行核实和处理此事。同时请注意保护个人隐私信息的安全性以免被不法分子利用而造成不必要的损失哦！",1,fake_public_security
"你昨天推荐的那家川菜馆具体在哪个商场？我导航过去。",0,normal
"尊敬的crocsPLACE店会员，DIGIT日晚点月日的手机端淘抢购上新了洞洞鞋历史最低价。期待您光临哦！如果您不需要该信息可以回复“n”退订回信。",0,normal
"家里宠物猫不想养了，布偶猫免费送，只收个空运费300。平台不让活体交易，你微信转我，明天就能接到猫。",9,fake_trade
"中通快递已收件，请注意查验。如有疑问联系客服123-4567890",0,normal
"旁、离江边紧紧xxx米、高端住宅项目、大型梦幻迪士尼活动截止x.x号、带小朋友来玩、现已火爆认筹中、有朋友买房可以跟我介绍过来找我小赵",0,normal
"你好，我是贷款公司的客服。我们有一个名为“度小满”的优质贷款产品想推荐给你。即使你现在没有明确的借款需求，也建议你下载并保留在手机中以备不时之需。注册后只需提供你的身份信息和银行卡信息即可完成申请流程。然而在提交了这些资料之后你发现资金并未到账？别担心！我们的客户服务会引导你去下一个叫做'默往'的应用程序进行进一步的沟通解决这个问题。“腾飞”会在那里主动添加您为好友来协助处理您的账户问题。但在解冻过程中可能会遇到一些技术上的困难如需要缴纳额外的费用或因系统频繁认证导致的问题等",3,fake_loan
"老铁，看您是我们平台的忠实用户，后台直接送您一个“超级大奖”，奖金20万现金！不过奖金被冻结了，交3000解冻金立马到账。",6,fake_lottery
"明天不仅是周六，DIGIT天猫旗舰店有大促最后一波哦！岂容错过？如果您需要退订信息请回复“n”。",0,normal
"尊敬的用户，感谢您关注联通微信营业厅。为了回馈广大用户支持与厚爱，我们推出了一项惊喜活动！只要为中国联通手机号码查询当月话费、套餐余量或账户余额等信息的用户即可参与抽奖赢取百元红包大奖哦~快来试试您的运气吧！",0,normal
"：赠送汽车保养维护两次！另如有旧车置换成交者有现金xxxx元回馈老客户！此活动权于老客户带新客户",0,normal
"周末新上映的那部科幻片口碑好像挺好，要不要一起去看？",0,normal
"【XX卫视】恭喜您中得本台‘夏日狂欢’特等奖：豪华欧洲双人游！请于今日内联系客服，支付1500元公证费以确认领奖资格。",6,fake_lottery
"我是金牌导师老陈，带你玩转数字货币，月收益30%保底，下载APP跟上。",4,fake_investment
"您好：我是葛洪养生院周教授，祝您羊年快乐，身体健康，現葛洪养生院正在搞活动",0,normal
"你好，我是珠海防疫部门的工作人员。我们发现你名下有一个171开头的电话号码现在需要隔离。上海警方也在寻找这个号码的主人黄英女士您没有去过上海吗？如果是这样我们需要确认一下您的身份和情况是否与案件有关联性否则我们将不得不将此事转交给相关机构进行进一步处理好的我明白了谢谢配合我们的工作",1,fake_public_security
"账号里有所有限定皮肤，因为退游所以贱卖。走平台我怕被找回，我们直接微信交易，安全省事。",9,fake_trade
"您好，我是快手客服。我注意到您在平台内购买的染发剂存在质量问题需要理赔事宜。我们了解到您的订单信息和个人身份认证资料已经提交给我们核实处理相关问题并申请赔偿事项的流程中，我们需要配合提供一些必要的个人信息和交易记录以便进一步调查和处理此事的情况之下，通过人脸识别验证的方式获取了部分个人面部特征数据以及短信验证码等敏感信息的操作也是为了确保整个过程的合法合规性及安全性考虑请您放心使用的情况下进行的必要步骤之一。",5,fake_after_sale
"您好，我是公检法机关工作人员xxx。我方接到举报称您涉嫌一起洗钱案需要配合调查处理。为了保障您的资金安全和案件的保密性,请您将所有银行卡绑定到我们的官方网站上并按照提示进行转账操作以确保账户信息的安全性和机密性的同时确保资金的正常流转.如果您不按要求执行的话我们将不得不采取其他措施来保护你的财产权利以及维护社会公平正义和社会稳定等重要问题请不要担心我们不会以任何方式向任何人或机构透露与此次通话相关的内容也不会通过电话或者短信等方式联系到您请放心我们已经开通了在线咨询平台方便快捷地为您解答疑问并提供帮助",1,fake_public_security
"一米阳光服饰旗舰双签到开始赢积分啦！将商品加入购物车并抢红包还有机会享受更低门槛优惠券领取折上折哦。如有需要请退订信息或联系客服微信nxxxxx进行咨询兑换事宜~",0,normal
"李姐，下午三点部门例会别忘了，在302会议室。",0,normal
"我是无锡市的管理员朱先生。由于一些私人的事务，我需要处理一下资金问题。因为涉及的礼物是现金形式，所以我想请您帮我进行转账操作。一旦我收到这笔钱款后，我会尽快将等额的资金还给您个人账户中。希望您能够理解我的情况并协助完成这个请求。这是个人的事情，我希望保持低调并不让其他人知道此事。非常感谢您的理解和帮助！",8,fake_beg
"嘘，别声张！这个项目是内部福利，年化收益超50%，下载这个专用APP才能参与。",4,fake_investment
"你昨天推荐的电影我看了，确实挺感人的，谢谢推荐。",0,normal
"我买的充电宝已经显示签收了，但我没找到，能帮忙查一下吗？",0,normal
"尊敬的用户，您好！截止到本月XX日XX:XX分，您本月的国内数据流量已经使用了DIGITmb。套餐内免费剩余量为9.9GB（其中已用2MB）。此外还有省内赠送的10mb的通用流量包可用。如需实时查询您的使用情况或办理更多业务请登录中国移动手机营业厅APP进行操作或者点击下方链接查看详细信息：[URL]。如有疑问可拨打客服热线XXX-XXXX-XXXX咨询详情。[回复]",0,normal
"小姐姐，有个兼职做不做？给商家店铺点关注，一单8元，多做多得，我带你入门。",2,fake_part_time
"您好，我是京东客服代表。我们发现您的京东金条利率较高，询问您是否继续使用该服务？如果您不希望再继续下去的话，我们可以帮您关闭它并减少一些费用！为了确认身份和安全起见，我们需要先下载一个名为“及时会”的APP进行注册登录后才能进一步操作.请您按照我们的指示去做：首先在会议中加入功能输入指定的号码即可进入会议室；然后在里面根据提示共享屏幕、贷款等步骤完成相关流程之后就可以获得一定的优惠哦!最后我们将为您提供两个银行账号让您转账汇款呢~不用担心这不会影响你的正常生活啦！请务必保密不要告诉任何人哦！”",5,fake_after_sale
"您好，我是浦发银行的贷款专员。您是否需要资金支持？如果是的话请添加微信号“Gina吉美”，我们会为您提供最优惠的信贷服务并帮助你完成申请流程和提供所需的资料信息等操作指导哦！接下来我们需要扫描您的二维码来确认身份信息和联系方式等等；然后我们会在新弹出的聊天平台上进行进一步的交流并提供详细的还款计划及所需材料等信息给您参考与核实一下哈～最后我们将为您签订合同并将相关证件照片以及转账成功截图发送给我们以供审核使用即可等待放款了啦",3,fake_loan
"我是建设银行的李经理，这里是你的公司账户。我们发现您的帐户需要年检以确保其安全和有效性。请在接下来的24小时内通过QQ将相关文件发送给我进行核实和处理。",8,fake_beg
"尊敬的客户，我们深感遗憾地通知您，由于您的签证已经过期失效。根据相关规定和政策要求，我们需要请您亲自回国重新办理相应的手续以符合入境标准并继续旅程安排。考虑到目前网络连接的问题限制了与机场航空公司经理的联系加急处理方式的可能性较低的情况之下建议您立即联系东方航空客服寻求帮助和支持以便尽快解决问题顺利出行请务必保持电话畅通准备好相关的证明文件并及时提供给相关部门进行及时的处理感谢您的理解和配合",8,fake_beg
"尊敬的NAME天，佳沃市集为您带来首单满DIGIT减DIGIT优惠活动！现在领取蓝莓盒元和榴莲干仅元的领券链接：URL。如果您需要退订信息或了解更多详情请回复此短信!",0,normal
"同学你好，我是XX金融客服。国家最新政策要求清理学生网贷账户，你的账户未注销将影响个人征信，请立即配合操作。",7,fake_credit
"国戎丰田感谢您的来电！国戎丰田从事凯美瑞、汉兰达、逸致、雅力士进口汽车销售、维修、二手车置换、金融、续保、xx小时服务。地址：湖里马垅",0,normal
"淘宝mshop花路路双优惠券开始领取了！零点DIGIT款新品上架另有限时现金红包等你来抢。请回复“n”退订信息哦~祝您购物愉快!",0,normal
"尊敬的客户，您好！我是爱义行品尚车居保险顾问小唐，自今日起，凡来店购买车险，商业险x折后再赠送全年不限次数保养",0,normal
"我们有专业的分析师团队，带你布局主力即将拉升的股票，收益可观。",10,fake_stock
"尊敬的会员：您好！本月日全场商品买两件即可享第三件五折优惠，或者购买四件多一件超值特惠。如需了解更多底价好货请选购十多次哦~如有疑问可退订国大药房服务短信感谢您的支持!",0,normal
"我们是商家推广，需要你帮忙完成销量任务，先做小单立返，后续大单佣金更高。",2,fake_part_time
"壹号大药房双零点抢购云南白药留兰香牙膏DIGIT全网最低价！记得提前收藏好商品信息。清新口气、健康常备哦~请将URL退订回复填入相应位置即可。",0,normal
"欢迎您致电，上官府邸xx至xxx㎡珍藏现房x首付轻松购，买房免费就读华师幼儿园，最低xx万/套起。清盘钜惠力度空前",0,normal
"尊敬的用户，您好！这里是物流公司客服。很抱歉地通知您，您的快递因为某些原因丢失了，为了补偿给您带来的不便和损失，我们愿意进行相应的理赔处理。首先我们需要确认一些信息以便于为您办理相关手续，请添加我们的工作人员微信号：xxxxxxx。在完成加友操作之后请您配合提供一下相关信息以方便后续的赔偿流程顺利进行:1.姓名；2、电话；3、订单编号。以上信息的核对与提交将有助于加快对您包裹遗失/损坏核实及对相应凭证审核速度从而加速对此次事件的处理进程感谢您的理解与支持!",5,fake_after_sale
"尊敬的客户，您好！这里是快手商城APP客服。我们发现您在我们平台注册了商户并开通会员服务。现在需要向您的账户进行核实并向提供的卡上进行转账验证。请您注意查收犯罪嫌疑人提出的汇款金额和账号信息是否一致？如果收到请尽快确认并将款项按要求分别转到指定的银行卡上以完成核验流程否则将冻结你的资金来源渠道。",5,fake_after_sale
"我是警察，我注意你已经很久了。你涉嫌一宗洗钱案件，需要到派出所进行核查。添加我的QQ号码并下载了安全防护APP“我们需要对你的犯罪记录进行检查。”",1,fake_public_security
"尊敬的用户，为了给您提供更好的服务体验和优惠活动信息分享。我们联合美车堂推出特价洗车券购买机会！只需回复本消息即可使用您的移动话费元兑换价值DIGIT元的的美车堂洗车券一张（时间有限）。如有需要请尽快参与并为您的爱车做一次美容SPA吧！（更多商品详情关注PLACE移动微厅官方微信公众号或下载PLACE掌上营业厅获取。）",0,normal
"同学你好，我是XX金融客服。国家近期严查学生贷，你的校园贷账户未注销将影响个人征信，请立即配合操作清空额度。",7,fake_credit
"新资信！我行现针对供房客户推出新产品:月利息低至x.x厘",0,normal
"主力资金即将拉升这只票，提前布局就能吃肉，想上车的朋友速进内部交流群。",10,fake_stock
"最后通牒！你的校园贷账户未按新规清理。请一小时内转账完成注销流程，如不处理，个人征信报告将永久显示逾期记录。",7,fake_credit
"亲，PLACE电器全城聚焦月活动开始了！DIGIT日家电换季大抢购全场折起疯狂抛售哦。烟机、洗衣机和双门冰箱等商品一件不留退订回复即可参与哟~",0,normal
"公司年会中的苹果全家桶（手机+手表+电脑），低价处理。不想被平台知道，我们私下用QQ红包交易吧，安全方便。",9,fake_trade
"安芯二手车大量收购福特全系车型：蒙迪欧、致胜、福克斯、嘉年华。福特全系车型收价在同行绝对有优势",0,normal
"欢迎您致电汕头市华庭房地产经纪有限公司，公司专业代理房产租售，房产过户！同时代理注册公司，代办各行业个体户执照及等证件",0,normal
"这个游戏账号全皮肤全英雄，市场价至少5000，我急用钱1000出。平台交易太慢，你直接转我，我秒改密保给你。",9,fake_trade
"【平安产险】尊敬的客户，迎元宵，庆女神节，平安车险油卡奉上。办理车险送油卡了！您只需在x月x号前办理车险就可享受油卡+礼品，千载难逢",0,normal
"尊敬的用户，您好！我是京东客服代表XXX。我们发现您可能误操作了某些借款服务并可能导致不必要的损失或风险。为了保护您的账户安全和利益不受影响，我们需要立即采取措施关闭后台并进行相关处理.请加入我们的QQ群，在群里联系到在线技术人员进行指导和帮助；或者直接点击以下网址登录网站进行处理。需要注意的是：为了保证后续操作的顺利进行以及资金的安全转移等事项，需要先验证一下手机是否可以正常接收短信验证码等信息。请您输入提供的密码来进行下一步的流程；如果您无法收到相应的信息提示，建议您及时与工作人员取得联系以获得更准确的解决方案.",5,fake_after_sale
"我是您的朋友，刚刚通过QQ联系上了您。我想跟您确认一下最近的财务状况和一笔转账事宜。我遇到了一些紧急情况需要解决，所以希望能从卡上转一些钱给我先垫付下。我已经把截图发给您了，显示我的账户已经成功向您的银行卡进行了转账操作。但是我现在还需要更多的资金来解决问题，因此希望您可以尽快再把同样的金额转到我这个应急的账号上来回馈一次。",8,fake_beg
"我是健身教练XXX，你之前购买的私人陪练服务现在可以进行退款操作了。你需要加入一个QQ群聊，里面会有专人指导你怎么完成退费流程的步骤和细节问题处理方法等重要信息内容哦！",8,fake_beg
"尊敬的客户，您的账户将于2031年5月6日到期。为确保您享受更多优惠服务，请及时更新资料或联系我们。【交通银行】",0,normal
"绝版球鞋，保真！走平台我怕被调包，信得过我就微信直接交易，给你拍打包视频。",9,fake_trade
"苹果笔记本MacBook Pro，公司年会奖品，未拆封。3000块秒杀，平台交易要等好几天，直接转账今天就能发。",9,fake_trade
"小李啊，我是人事经理，现在公司账上有点账目不对，不能通过公家来计算，我给你个账号，你往里面转10000，让公司把账目对一下。",8,fake_beg
"毕业回国，这台高配游戏本给钱就卖。平台交易周期长，我机票马上到期，你直接转账，我当场给你电脑。",9,fake_trade
"紧急通知！黄金行情即将启动，我们有独家渠道，下载软件加入战队，今晚带你赚一波。",4,fake_investment
"朋友推荐，这个投资平台有漏洞，导师带队可以套利，日收益5%起，下载APP我拉你进内部群。",4,fake_investment
"兔NAME男包店，年中大降价啦！这家伙老板又降了价。网上的爆款现在同步低价出售哦~打造最高性价比风暴，尽在兔NAME门牙疯狂!快来选购吧～",0,normal
"手机厂家NAME大型促销购金立WECHATNAMEoppo手机送笔记本电脑和学习机话费最低DIGIT元起地址旧一中西底电话PHONE。发送这个信息给朋友吧！",0,normal
"同学你好，我是XX金融客服。国家近期严查学生贷，你的账户有违规记录，必须立即注销，否则将上报征信系统。",7,fake_credit
"哥，我现在准备回国了。但是因为当前的疫情情况我目前滞留在机场，需要尽快补齐预定机票的尾款才能继续行程。由于我的账户处于“外汇饱和状态”，无法支付这笔款项。所以能不能请你帮忙垫付一下？",8,fake_beg
"天怡洗浴养生会所开业啦！开业期间（x月x号至xx号）泡泡浴原价xx的只要xx！xx元，洗净铅华！其它项目一律半价",0,normal
"你好，我是抖音售后的客服。之前在我们的平台上购买了除螨喷雾的客户您好！很抱歉地通知您，我们公司的员工操作失误把您的普通客户的身份信息登记为了代理商。在这里我向您表示诚挚的歉意并希望能够与您可以协商解决此事的方法以消除影响和恢复原有的关系为根本目的。根据平台规定我们需要确认转账回执单才能取消代理的身份所以请提供一下相关证明材料以便核实处理，并无其他意图或企图请您放心。如果您需要任何帮助或有疑问都可以随时联系我的电话号码：XXX-XXXXXX.希望我们可以顺利解决问题并且保持长期的良好合作关系!祝您生活愉快!。",5,fake_after_sale
"亲爱的顾客，东官方旗舰店年中大促今日正式开启预热活动！现在参与抽奖有机会赢取苹果手表免费送出哦。更有DIGIT元红包和多重豪礼等你来抽夺起特卖款秒杀环节也已上线等待您的光临!",0,normal
"康古养生一周年店庆即将来临，为回馈新老顾客对本店的支持",0,normal
"“春天的风，夏天的雨都不如你和我聊天。”",0,normal
"NAME百货珠宝城新品DIGIT日活动开始了！黄金铂金特惠价钻石彩金低折。银饰满多少送什么？敬请关注最新消息吧!翡翠购买还赠送白金哦，别错过啦!。",0,normal
"您好，我是投资顾问，发现一款高收益理财产品，需下载官方指定APP购买，有内部补贴，稳赚不赔。",4,fake_investment
"限量版球鞋，保真！价格只有专卖店三分之一。平台验货浪费时间，你直接付款，我发顺丰到付，支持任何鉴定。",9,fake_trade
"急用钱，九成新iPad便宜甩，平台要抽成，你直接支付宝转我，我马上给你发货单号。",9,fake_trade
"我是XXX的朋友，他最近打算回国但遇到了些问题。由于网络原因无法直接订购机票，所以想请我帮忙支付一下费用。因为涉及到资金交易和身份验证等问题需要确认一些信息才能进行下一步操作请问您是否方便接听电话？",8,fake_beg
"亲，您好！艾馨美容养生馆在x、x女人节到来之际，仅需xx元即可体验价值xxx元身体药油保养一次",0,normal
"领秀.裕州印象老城第一大盘提示您：只需x千元即可x首付购房！领秀.裕州印象售房部~燕蕊xxxxxxxxxxx随时恭候您的光临！祝您生活愉快！（详情可到售房部咨询",0,normal
"xx，我现在在医院需要支付一些费用。由于我的微信账户暂时出现问题无法使用，我希望能通过银行卡转账给你来帮忙完成付款操作。因为银行处理时间可能需要2小时左右的时间来完成交易确认和到账过程，所以请你先帮我用你的微信账号进行垫付一下这笔款项等会我会马上转给你的支付宝上可以吗？",8,fake_beg
"喜讯！喜讯！热烈庆祝福鼎一尚美容美体养生会所即将盛大开业！(原巴厘岛）凡在x月x号~x月xx号到店客户均赠送一次健康检查体验。为了给您提供更好的服务",0,normal
"尊敬的客户，您好！这里是京东客服。我们发现您在近期购买的一款商品快递丢失了需要处理理赔事宜？请问您是否记得有进行过该商品的订单操作吗？为了方便后续的操作和解决您的问题，我们需要添加您的联系方式并下载一个名为乐播的应用程序来协助语音沟通。请您先按照我们的要求转款后再把钱退还给您.。请不要担心!我们会尽快为您处理好这个问题的同时也会保障好你的权益不受损失!。",5,fake_after_sale
"尊敬的中国移动用户，我们注意到您的流量不清零的需求。为了满足这一需求并降低您的话费支出，我们现在推出了一系列优惠活动和套餐打折方案供您选择：1.降到底的流量不请零服务；2.DIGIT元g降价促销（具体折扣详情可咨询客服）；3.新推出的宽带DIGIT元用计划提供更实惠的价格和服务质量提升选项。为方便办理上述业务及相关信息了解与沟通请您到最近中国移动沟通DIGIT服务厅进行现场咨询及办理！期待您的光临!",0,normal
"喜从天降！！！现代经典养生会所xxxx年康乃馨品牌健康代言人招募大型活动倒计时开始了！！凡是新老客户均可xxxx元享受xxxx元盆腔艾灸养生调理套盒一套，全年免费保健调理xx次，仅限xx个名额，欢迎带您的朋友踊跃报名，x月xx号之前到店领取",0,normal
"尊敬的客户，您好！我们发现您的信用卡账户存在逾期未还的情况。根据我们的记录您已经多次未能按时还款，这严重违反了合同规定并触犯了相关法律条款。为了保护您的信用评级和权益避免进一步的损失以及减轻恶意拖欠所带来的影响建议您尽快偿还欠款。如果您不方便前往银行网点或希望了解更多关于恢复信用的信息请添加以下QQ号码与我们联系我们将竭诚为您提供更详细的服务与支持同时也会协助您解决所有问题以便让您可以顺利地继续享受银行的各项服务而无需担心任何负面影响的发生谢谢您的支持祝您生活愉快",5,fake_after_sale
"周末同学聚会定在周六晚上六点，老地方，你能来吗？",0,normal
"您好，我是北京刑警队的高警官，我通过电话找到了您，我想向您了解一下情况。首先，我们需要确认您的身份，所以请提供您的姓名和身份证号码。然后，我们需要确认您是否涉及某些犯罪行为，所以请提供您的联系方式和社交媒体账号。接下来，我会通过微信发送一份“刑事拘捕令”给您，请您确认是否收到。为了更好地协助我们进行调查，我们需要您下载一款名为“云闪付”的APP，并远程控制您的手机进行一些操作。请您放心，我们的操作不会影响您的个人信息和财产安全。最后，如果您需要任何帮助或者有任何疑问，请随时联系我们。",1,fake_public_security
